unit,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE1,OUT,M,HR	8.71 	10.1 	6.25 	6.06 b	9.14 	4.47 	17.99 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,HU	7.99 	6.77 	7.07 	6.57 	6.04 	5.93 	5.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,IE	11.97 	9.29 	12.01 	11.8 	7.85 	9.2 	8.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,IT	8.13 	8.05 	6.45 	7.73 	6.26 b	6.91 	7.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,LT	25.87 	27.37 	27.88 	29.15 	30.6 	29.93 	27.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,LU	78.37 	72.31 	73.25 	70.28 	73.65 	73.59 	70.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,LV	: 	9.88 	9.61 	8.2 	7.55 	9.92 	11.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,MK	25.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,MT	29.28 	28.02 	24.35 	21.85 	16.57 	19.19 	16.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,NL	24.61 	25.67 	24.78 	23.45 	23.01 	22.2 	21.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,NO	18.16 	17.87 	17.68 	20.76 	18.93 	18.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,PL	9.02 	8.91 	8.45 	7.98 	7.78 	9.25 	8.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,PT	4.06 	4.37 	3.81 	2.44 	2.31 	3.79 	3.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,RO	1.73 	1.45 	1.34 	1.38 	1.37 	1.28 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,SE	10.26 	14.51 b	12.85 	10.99 	10.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,SI	35.14 	33.92 	35.41 	35.8 	32.88 e	32.07 e	30.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,SK	12.68 	16.91 	18.98 	19.22 	13.43 	21.01 b	27.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,M,UK	: 	: 	20.34 	23.12 	20.26 	15.18 	30.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,AT	: 	22.69 	23.62 	23.44 	24.14 	21.49 	21.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,BE	30.37 	30.66 b	37.82 	35.27 	38.74 	40.35 	32.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,BG	2.35 	2.31 	1.89 	2.24 	1.36 	1.92 	1.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,CH	37.29 	37.54 	37.9 	34.87 	33.8 	31.86 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,CY	18.94 e	19.76 e	18.74 e	16.57 e	17.47 e	18.54 e	31.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,CZ	6.78 	5.31 	5.4 	5.42 	6.91 	7.01 	5.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,DE	15.22 	15.07 	16.35 	15.14 	15.33 	16.87 	15.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,DK	31.65 e	31.46 e	40.29 	39.17 	40.77 	43.47 	41.14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EA	10.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EE	15.89 	10.81 	13.84 	12.17 	12.91 	15.57 	13.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EL	4 	2.87 	3.55 	3.27 	3.34 	3.12 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,ES	5.68 	5.38 	5.28 	5.18 b	3.92 	3.65 	3.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EU25	10.33 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EU27	9.78 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,EU28	9.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,FI	4.72 	4.61 	4.95 	5.01 	5.6 	5.46 	5.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,FR	3.85 	3.98 	4.3 	4.06 	4.01 	3.93 	3.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,HR	8.1 	9.64 	6.1 	6.07 b	9.89 	4.42 	17.88 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,HU	7.37 	6.54 	6.71 	6.38 	5.78 	5.67 	5.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,IE	11.34 	8.92 	11.44 	11.13 	9.31 	8.96 	9.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,IT	7.55 	7.93 	6.46 	7.12 	6.35 b	7.11 	8.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,LT	26.6 	28.01 	27.67 	27.74 	28.61 	27.79 	26.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,LU	78.08 	72.26 	72.01 	70.67 	72.64 	71.59 	69.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,LV	: 	10.65 	10.59 	8.65 	8.7 	10.17 	11.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,MK	25.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,MT	28.26 	27.54 	25.22 	21.7 	19.04 	19.33 	15.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,NL	24.05 	24.47 	22.43 	22.43 	21.81 	21.56 	20.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,NO	16.3 	18.45 	17.02 	19.42 	17.93 	17.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,PL	8.55 	8.23 	7.92 	7.59 	7.25 	8.71 	7.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,PT	4.45 	4.35 	3.61 	2.32 	2.06 	3.52 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,RO	1.67 	1.42 	1.36 	1.43 	1.35 	1.28 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,SE	13.54 	13.38 b	12.08 	11.01 	9.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,SI	34.89 	34.69 	33.43 	34.32 	31.48 e	30.89 e	28.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,SK	11.97 	16.57 	18.66 	17.49 	15.76 	19.75 b	27.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,T,UK	: 	: 	19.81 	21.49 	19.81 	16.17 	29.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,AT	: 	76.84 	76.84 	75.89 	76.74 	77.15 	75.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,BE	68.12 	64.94 b	60.38 	58.32 	56.02 	63.77 	48.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,BG	32.73 	32.38 	27.43 	27.45 	24.82 	21.18 	18.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,CH	89.01 	88.4 	89.79 	87.83 	85.95 	86.17 	86.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,CY	69.41 e	69.76 e	68.94 e	67.93 e	64.13 e	52.89 e	74.79 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,CZ	77.27 	80.42 	79.53 	79.3 	84.2 	72.96 	74.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,DE	75.7 	72.19 	73.04 	77.23 	77.88 	76.07 	75.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,DK	72.33 e	71.28 e	81.45 	79.76 	82.33 	81.58 	75.05 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EA	66.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EE	77.18 	69.74 	68.09 	63.9 	71.56 	61.38 	59.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EL	42.63 	39.84 	35.87 	36.76 	38.88 	32.7 	37.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,ES	67.49 	66.38 	66.49 	62.99 b	54.15 	54.92 	53.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EU25	66.46 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EU27	63.89 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,EU28	63.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,FI	91 	91.19 	91 	90.81 	91.04 	90.68 	91.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,FR	74.65 	74.11 	71.66 	74.73 	75.06 	75.55 	76.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,HR	45.45 	44.14 	40.77 	38.85 b	49.45 	43.5 	51.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,HU	57.05 	56.08 	54.69 	52.59 	52.91 	51.38 	51.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,IE	75.76 	76.37 	76.67 	76.41 	75.68 	73.4 	72.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,IT	43.54 	40.84 	41.47 	41.09 	37.6 b	41.7 	47.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LT	56.86 	56.73 	56.14 	56.25 	55.72 	52.44 	50.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LU	80.51 	80.42 	79.88 	81.7 	80.69 	79.88 	79.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,LV	: 	55.98 	58.22 	53.28 	51.07 	50.09 	58.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,MK	40.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,MT	64.58 	62.09 	55.63 	50.77 	53.69 	51.75 	46.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,NL	84.9 	86.67 	86.8 	84.58 	84.14 	84.27 	85.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,NO	91.2 	91.31 	92.59 	90.59 	90.35 	92.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,PL	61.35 	58.68 	55.98 	54.12 	52.83 	48.45 	48.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,PT	45.43 	42.47 	42.42 	23.71 	23.54 	37.95 	36.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,RO	25.36 	25.02 	22.57 	24.91 	23.83 	22.5 	20.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SE	86.93 	83.64 b	79.49 	81.72 	76.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SI	69.12 	67.22 	65.17 	60.64 	63.59 e	61.04 e	61.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,SK	72.18 	71.45 	63.87 	57.55 	53.15 	55.51 b	55.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,F,UK	: 	: 	63.65 	64.94 	63.9 	63.53 	67.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,AT	: 	76.38 	76.72 	75.95 	76.06 	75.67 	76.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,BE	67.26 	64.64 b	56.51 	54.47 	55.06 	59.32 	50.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,BG	35.04 	37.34 	32.36 	29.42 	26.61 	22.87 	19.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CH	90.69 	89.89 	89.78 	87 	86.89 	87.58 	85.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CY	69.55 e	66.84 e	69.14 e	67.24 e	62.16 e	51.13 e	76.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,CZ	78.97 	82.74 	82.13 	81.8 	83.61 	74.25 	75.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,DE	74.93 	72.51 	77.87 	77.81 	76.35 	79.58 	78.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,DK	67.47 e	69.58 e	78.19 	77.9 	81.8 	82.8 	71.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EA	66.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EE	82.15 	65.31 	69.47 	68.68 	70.58 	62.39 	61.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EL	43.01 	38.84 	35.22 	36.6 	38.79 	32.44 	36.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,ES	67.26 	64.89 	64.94 	62.6 b	53.69 	53.73 	52.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EU25	66.92 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EU27	64.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,EU28	64.4 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,FI	91.04 	91.46 	91.91 	90.49 	90.46 	90.7 	92.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,FR	73.94 	73.44 	74.45 	74.83 	73.44 	74.51 	74.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,HR	47.56 	42.12 	47.5 	47.41 b	48.6 	50.4 	52.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,HU	58.23 	57.26 	55.79 	53.37 	53.17 	52.02 	52.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,IE	73.49 	71.95 	71.71 	72.08 	72.06 	67.37 	69.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,IT	46.3 	41.99 	42.33 	42.75 	38.22 b	41.77 	49.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LT	57.91 	58.84 	58.7 	60.65 	60.47 	60.88 	54.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LU	81.67 	82.09 	81.97 	84.15 	84.26 	85.71 	82.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,LV	: 	59.88 	59.91 	57.79 	54.29 	55.42 	64.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,MK	39.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,MT	66.5 	65.89 	63.69 	52.63 	53.69 	48.99 	51.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,NL	85.14 	84.34 	83.75 	82.43 	83.23 	84.51 	84.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,NO	93.79 	89.4 	89.64 	88.86 	90.05 	90.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,PL	62.47 	59.86 	57.61 	54.08 	53.44 	56.09 	46.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,PT	44.06 	41.93 	42.35 	25.2 	24.25 	36.97 	36.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,RO	28.83 	28.62 	25.55 	27.82 	26.64 	24.72 	22.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SE	83.01 	80.18 b	78.1 	80.39 	73.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SI	69.49 	64.01 	68.05 	64.71 	62.08 e	61.89 e	65.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,SK	74.38 	69.88 	68.57 	62.82 	53.87 	56.59 b	53.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,M,UK	: 	: 	64.53 	63.18 	64.27 	64.66 	64.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
