unit,purpose,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,PROF,N1-3,WORLD,F,RO	: 	27950 	23162.8 	24774.95 	22758.52 	12241.69 	6398.51 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,SE	: 	: 	6038659.81 	5685843.18 	4405272.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,SI	53707.19 	66155.72 	46326.5 	36667.25 	43637.39 	34173.46 	46980.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,SK	65272.8 u	129909.64 u	: u	: u	: u	: u	76362.12 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,UK	: 	: 	: 	: 	: 	877448.16 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,AT	754679.69 	925074.54 	936553.81 	921668.51 	1117044.23 	1090471.78 	838296.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,BE	232587.22 	332102.41 b	396740.94 	205643.93 	173097.11 	298208.96 	311686.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,BG	16306.69 u	19213.82 u	28326.93 u	20296.82 u	23108.98 	19416.89 	20601.01 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,CH	750982.94 	485739.93 	405878.06 	485487.42 	368741.03 	657652.11 	893362.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,CY	81324.02 	72672.89 	49276.45 	55104.17 	47175.01 	54524.31 	49754.63 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,CZ	3996612.43 	3226653.92 	4212124.05 	2590349.4 	2498288.68 	3881087.5 	3684911.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,DE	10376256.89 	8980396.09 	9114773.24 	9022753.82 	8273749.47 	10113234.3 	12147586.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,DK	9498373.29 	5972855.25 	3713745.39 	4727948.07 	4043652.39 b	4303859.51 b	8742127.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,EE	155659.07 	92225.4 	105516.97 	58453.2 	70314.15 	50448.81 	35684.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,EL	31047.76 	32958.36 	30942.14 	38085.81 	40446.03 	54219.8 	29125.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,ES	1684026.54 	1539700.79 	1725434.59 	1086869.64 b	648240.9 	825540 	811231.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,FI	1447593.15 	1329477.02 	1327062.97 	1220564.8 	1282945.69 	1345309.06 	1656389.61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,FR	4409554.12 	3725260.26 	2899745.89 	2935549.52 	3554693.48 	3533768.23 	3434782.57 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,HR	1016595.34 	878651.06 	1323665.34 	1258232.57 	1631557.41 	1372461.16 	1189170.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,HU	32832772.86 	34059545.27 	31476570.77 	33721782.92 	27638874.01 	26483132.22 	27944910.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,IE	375066.39 	272793.87 	298461.21 	325309.05 	264014.05 	225701.52 	195664.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,IT	1394807.26 	943200.09 	1078173.71 	1413170.22 	847913.07 b	1112638.74 	1926393.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,LT	62609.3 	56625.58 	50808.46 	47121.12 	44532.28 	154255.57 	102944.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,LU	232874.71 	148327.03 	84221.12 	95181.34 	129032.25 	100210.9 	97678.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,LV	25528.3 	26983.76 u	21531.45 	28376.37 	22385.05 	41565.12 	19736.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,MT	35004.65 	38792.7 	22097.74 	18469.42 	18303.79 b	17661.82 	15628.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,NL	860123.62 	1041698.47 	582404.94 	421577.91 	457159.35 	496879.84 	487029.34 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,NO	14394080.48 	16029379.82 	10410443.82 	15422381.02 	14867675.55 	9850986.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,PL	: 	1134914.92 	994383.02 	709142.76 	758524.77 b	1959861.81 	4716497.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,PT	139645.92 	102740.66 	124139.06 	90966.16 	94153.15 	36780.37 	41067.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,RO	: 	23142.81 	19076.91 	21709.75 	12386.17 	6024.63 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,SE	: 	: 	12055257.48 	8908585.32 	8587898.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,SI	108619.7 	108546.52 	78980.34 	100564.31 	90942.25 	78606.62 	92616.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,SK	145480.06 	230183.97 	169351.59 u	101258.78 u	: u	59183.5 bu	92250.77 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,M,UK	: 	: 	: 	: 	: 	3369963.98 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,AT	1046989.07 	1232002.97 	1294071.07 	1296613 	1441329.27 	1495320.6 	1339622.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,BE	373081.59 	449583.05 b	514929.78 	306741.29 	258474.21 	375018.84 	429850.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,BG	34403.95 	48621.61 	41875.76 	31489.1 	39803.84 	36896.1 	28885.11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,CH	879760.31 	683532.46 	541205.05 	596297.02 	532525.99 	861021.96 	1110273.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,CY	106104.3 	104018.59 	94255.79 	72084.06 	65295.89 	73023.97 	77933.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,CZ	4875304.71 	4266259.66 	5336254.49 	3359675.83 	3373778.98 	5119405.17 	4614931.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,DE	13639664.66 	12071833.85 	11858985.35 	11502966.51 	10857174.25 	13028035.38 	15437713.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,DK	12367202.59 	8433308.04 	5666645.44 	8469618.46 	5948879.3 b	7549140.92 b	9916385.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,EE	244275.48 	141151.58 	162416.54 	96254.96 	102297.2 	77808.37 	61692.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,EL	45427.92 	43992.72 	44474.14 	55673.38 	55206.84 	70587.97 	41938.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,ES	2350909.26 	2128937.82 	2221895.88 	1422267.42 b	843467.81 	1030257.65 	1029569.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,FI	2050356.55 	1888312.48 	1853316.3 	1706749.41 	1828755.72 	1877160.27 	2231475.91 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,FR	6721559.45 	5999734.6 	4261136.86 	4371969.83 	5061730.21 	5150141.06 	5159616.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,HR	1551712.54 	1180295.12 	1660518.52 	1585911.41 	2183371.83 	1725518.72 	1464628.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,HU	45967502.42 	43913893.62 	42619183.22 	44502145.48 	34833403.87 	35923642.19 	35340798.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,IE	525915.41 	422844.5 	433942.99 	450787.37 	347902.71 	333762.67 	266447.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,IT	1870178.97 	1276279.41 	1531438.17 	1646942.77 	1080956.35 b	1618561.78 	2569536.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,LT	91418.87 	86918.12 	82541.36 	76366.83 	70844.84 	222495.67 	176094.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,LU	299105.84 	187642.05 	113462.88 	125586.74 	160101 	130891.89 	116635.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,LV	40684.06 	42296.8 	39617.01 	42442.98 	37931.9 	58208.16 	31665.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,MT	47120.78 	46532.03 	29184.67 	30881.25 	26114.83 b	22589.87 	21153.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,NL	1190407.85 	1336749.11 	725415.3 	591501.27 	666986.48 	699395.58 	706954.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,NO	21102016.86 	22333602.78 	21140132.77 	20399797.45 	20089363.61 	14495497.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,PL	: 	1630993.16 	1380497.01 	1052135.97 	1070578.94 b	2900916.8 	5445022.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,PT	197429.35 	150174.18 	163490.72 	127304.93 	134693.94 	61923.87 	61853.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,RO	: 	51092.81 	42239.7 	46484.7 	35144.7 	18266.33 	10215.48 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,SE	: 	: 	18093917.29 	14594428.49 	12993170.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,SI	162326.89 	174702.24 	125306.84 	137231.56 	134579.64 	112780.08 	139596.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,SK	210752.86 	360093.61 	204351.63 u	143322.11 u	208862.33 u	99092.41 bu	168612.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,T,UK	: 	: 	: 	: 	: 	4247412.13 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,AT	229350.27 	204701.72 	233403.02 	220824.17 	218296.91 	222243.18 	244511.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,BE	22053.09 u	10399.11 bu	7029.06 	15020.93 	4576.71 u	7441.16 u	28508.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,BG	17018.13 u	12345.16 u	10197.97 u	12287.71 u	12202.21 u	14975.78 	7437.89 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,CH	47020.17 u	63181.67 u	48113.25 u	75481.78 u	46379.97 u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,CY	: c	: 	: u	: u	: u	4097.38 u	1419.2 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,CZ	753178.33 	743106.74 	845550.45 	669919.06 	733843.4 	837455.26 	711669.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,DE	3369073.52 	3024098.25 	3067843.1 	2624089.53 	3412987.62 	2577277.38 	2783755.73 	3464930 	3988000 	3538820 	4147600 	3270000 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,DK	2680862.07 	2084441.22 	1061000.18 	1653677.55 	1184320.95 b	1830249.57 b	641893.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,EE	25535.6 	23994.52 	18484.41 	15933.94 	10221.6 	5418.15 	4060.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,EL	14684.03 	21540.09 	29718.28 	22806.6 	30120.89 	25125.65 	16629.01 	46173 	43399 	51437 	71296 	103515 	: 	: 	: 	: 	: 	: 	: 	18386 	20165 	46237 	32026 	17831 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,ES	624499.41 	586479.79 	596799 	336211.6 b	357235.98 	330999.9 	472755.58 	627455 	709438 	1082816 	1193540 	979920 	775539 	602438 	138594 	177992 	122633 	139917 	122815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,FI	332660.21 	324839.41 	368475.38 	311682.42 	352334.34 	339030.99 	409986.19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,FR	2568450.78 	2538168.49 	1578817.2 	1638723.62 	2020920.19 	2216570.27 	2127378.92 b	2065966 	2113411 	2445587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,HR	212041.95 	189414.64 	295214.39 	268286 	296042.13 	224406.33 	252348.44 	344368 	239332 	312236 	311706 	394823 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,HU	2673288.94 	2143022.27 	2202257.85 	2121796.33 	1896086.91 	3008451.62 	3932820.72 	1093000 	820000 	2479000 	4277000 	4167000 	4826000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,IE	45757.8 	55395.01 	34801.39 	37809.45 	40157.39 	31510.92 	30263.89 	32800 	48000 	37000 	51000 	57700 	: 	60700 	49000 	48400 	44300 	43300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,IT	514479.72 	397782.93 	353705.62 	216071.91 u	252687.15 b	415096.93 	610214.12 	: u	: u	: u	: u	932945 	739887 	727261 	914820 	752259 	708698 	807945 	556639 	669123 	489496 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,LT	13945.96 	14844.47 	13461.95 	12543.52 	10290.17 	31507.44 	22707.63 	22730 	21093 	19888 	34661 	31476 	19798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,LU	: c	: c	: u	: u	: u	: u	: u	0 	: u	: u	: u	: u	337 	: u	549 	: u	: u	49 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,LV	: c	: c	: c	2623.26 u	: u	3072.07 u	1679.91 u	3273 	2133 	1595 	2491 	7282 	1959 	2475 	: 	2146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,MT	: c	: c	: c	: c	: u	: 	: u	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,NL	112414.62 	134468.54 	67275.12 	82141.32 	77477.88 	93133.98 	111208.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,NO	5343864.16 	6237391.08 	7923918.67 	4386074.04 	4345011.12 	3257900.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,PL	: 	404842.11 	296751.87 	380810.68 	267862.37 b	911138.9 	814269.5 	225000 e	240000 	240000 	310000 e	240000 	340000 e	420000 e	230000 e	200000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,PT	59767.42 	49736.19 	45485.07 	42308.53 	35610.18 	31352.54 	22643.35 	14646 	23787 	48445 	: u	: u	27948 	74096 	79495 	39820 	53473 	45324 	34033 	38678 	22706 	68482 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,RO	: 	241214.13 	182911.14 	226143.81 	176021.27 	193764.39 	159884.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,SE	: 	: 	6208311.16 	4420732.31 	4402856.15 	: 	: 	5748000 	5080000 	2881000 	5067000 	5161000 	5095000 	4848000 	5396000 	5619000 	7880000 	: 	: 	: 	: 	4891098 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,SI	16160.42 u	14301.86 u	11059.86 u	8744.5 u	12333.41 	6535.88 u	9814.78 	14521 	10065 	11831 	14300 	13198 	11638 	12625 	11531 	10073 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,SK	34177.7 u	40676.02 u	: u	: u	: u	: u	56872.29 u	49572 	94922 	81872 	96842 	115961 	100037 	84664 	101287 	94918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,F,UK	: 	: 	: 	: 	: 	861627.2 	: u	854405 	881467 	960000 	992000 	1002000 	1002000 	820000 	1155600 	1239000 	1197000 	1121800 	1116400 	437900 	396900 	368000 	354000 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,AT	373340.53 	456692.76 	522223.16 	402795.67 	414297.28 	419977.88 	375984.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,BE	28519.71 	16785.28 bu	19054.65 	14093.41 u	4379.2 u	11805.2 u	21425.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,BG	17739.42 u	22915.28 u	21167.14 u	14135.67 u	27957.61 	14075.6 	16882.52 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,CH	248856.07 	110311.75 u	126960.61 u	130700.3 u	70711.76 u	139608.16 u	128109.65 u	: u	: u	: u	283000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,CY	: c	: c	: u	2110.37 u	: u	5960.03 u	1740.31 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N_GE1,DOM,M,CZ	2155637.55 	2337167.53 	2253523.28 	1670284.28 	1661479.84 	2472337.26 	1796206.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
