"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2014","Bulgaria","Number","Professional, business","1 night or over","Outbound","Motor vehicle",":","u"
"2014","Bulgaria","Number","Professional, business","1 night or over","Outbound","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Total","195,198",""
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Air",":","u"
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Land","177,477",""
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Railways",":","u"
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","45,191","u"
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","130,877",""
"2014","Bulgaria","Number","Professional, business","1 night or over","All countries of the world","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Total","131,629",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Air",":",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Land","131,629",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Railways",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach","36,032","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle","94,188",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Total",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Air",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Land",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Railways",":",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","150,233",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","145,691",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways",":","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach","39,615","u"
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Motor vehicle","104,667",""
"2014","Bulgaria","Number","Professional, business","From 1 to 3 nights","All countries of the world","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Total",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Air",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Land",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Railways",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Bus, coach",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Motor vehicle",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Domestic","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Total",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Air",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Land",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Railways",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Bus, coach",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Motor vehicle",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","Outbound","Waterway",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Total","44,965","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Air",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Land","31,786","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Railways",":",""
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Bus, coach",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Motor vehicle",":","u"
"2014","Bulgaria","Number","Professional, business","4 nights or over","All countries of the world","Waterway",":",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Total","27,042,044",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Air",":",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Land","27,034,291",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Railways","1,966,347",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Bus, coach","2,060,515",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Motor vehicle","22,781,899",""
"2014","Czechia","Number","Total","1 night or over","Domestic","Waterway",":","u"
"2014","Czechia","Number","Total","1 night or over","Outbound","Total","5,650,580",""
"2014","Czechia","Number","Total","1 night or over","Outbound","Air","1,521,395",""
"2014","Czechia","Number","Total","1 night or over","Outbound","Land","4,129,186",""
"2014","Czechia","Number","Total","1 night or over","Outbound","Railways","140,334","u"
"2014","Czechia","Number","Total","1 night or over","Outbound","Bus, coach","899,000",""
"2014","Czechia","Number","Total","1 night or over","Outbound","Motor vehicle","3,073,494",""
"2014","Czechia","Number","Total","1 night or over","Outbound","Waterway",":",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Total","32,692,625",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Air","1,521,395",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Land","31,163,477",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Railways","2,106,680",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Bus, coach","2,959,514",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Motor vehicle","25,855,394",""
"2014","Czechia","Number","Total","1 night or over","All countries of the world","Waterway",":","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Total","19,239,515",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Air",":",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Land","19,231,762",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Railways","1,445,602",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Bus, coach","1,358,164",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Motor vehicle","16,244,292",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Domestic","Waterway",":","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Total","1,435,319",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Air","114,568","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Land","1,320,752",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Railways","67,837","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Bus, coach","145,269","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Motor vehicle","1,104,582",""
"2014","Czechia","Number","Total","From 1 to 3 nights","Outbound","Waterway",":",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Total","20,674,834",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Air","114,568","u"
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Land","20,552,514",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Railways","1,513,439",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Bus, coach","1,503,433",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Motor vehicle","17,348,874",""
"2014","Czechia","Number","Total","From 1 to 3 nights","All countries of the world","Waterway",":","u"
"2014","Czechia","Number","Total","4 nights or over","Domestic","Total","7,802,529",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Air",":",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Land","7,802,529",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Railways","520,745",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Bus, coach","702,351",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Motor vehicle","6,537,607",""
"2014","Czechia","Number","Total","4 nights or over","Domestic","Waterway",":",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Total","4,215,261",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Air","1,406,827",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Land","2,808,434",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Railways","72,496","u"
"2014","Czechia","Number","Total","4 nights or over","Outbound","Bus, coach","753,731",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Motor vehicle","1,968,912",""
"2014","Czechia","Number","Total","4 nights or over","Outbound","Waterway",":",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Total","12,017,790",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Air","1,406,827",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Land","10,610,963",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Railways","593,241",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Bus, coach","1,456,082",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Motor vehicle","8,506,519",""
"2014","Czechia","Number","Total","4 nights or over","All countries of the world","Waterway",":",""
"2014","Czechia","Number","Personal reasons","1 night or over","Domestic","Total","26,196,815",""
"2014","Czechia","Number","Personal reasons","1 night or over","Domestic","Air",":",""
"2014","Czechia","Number","Personal reasons","1 night or over","Domestic","Land","26,189,062",""
"2014","Czechia","Number","Personal reasons","1 night or over","Domestic","Railways","1,853,280",""
