unit,landcover,geo\time	2015 	2012 	2009 
PC,LCE,SI03	22.6 	24.1 	23.7 
PC,LCE,SI04	20.1 	20.9 	19.4 
PC,LCE,SK	19.5 	21 	20.8 
PC,LCE,SK0	19.5 	21 	20.8 
PC,LCE,SK01	16.5 	17.5 	17.6 
PC,LCE,SK02	12 	12.6 	13.2 
PC,LCE,SK03	23.9 	25.5 	24.2 
PC,LCE,SK04	22.4 	24.9 	25.1 
PC,LCE,UK	36.2 	36.4 	42.9 
PC,LCE,UKC	39.2 	40.2 	42.9 
PC,LCE,UKC1	39.9 	36.5 	40.4 
PC,LCE,UKC2	38.8 	42.2 	44.3 
PC,LCE,UKD	48.6 	44.5 	53.7 
PC,LCE,UKD1	46.7 	42.5 	51.7 
PC,LCE,UKD3	43.9 	39.4 	45.3 
PC,LCE,UKD4	55.9 	52.2 	57.1 
PC,LCE,UKD6	52.1 	47.1 	63.3 
PC,LCE,UKD7	32.9 	31.7 	42.6 
PC,LCE,UKE	31.5 	30.7 	31.2 
PC,LCE,UKE1	19.5 	20 	13.7 
PC,LCE,UKE2	35 	33.5 	33 
PC,LCE,UKE3	32.6 	33 	35.1 
PC,LCE,UKE4	37.3 	35.7 	51.2 
PC,LCE,UKF	33.2 	31.8 	33.3 
PC,LCE,UKF1	43.8 	42.8 	48.1 
PC,LCE,UKF2	39.6 	36.5 	38.5 
PC,LCE,UKF3	19.2 	19 	16.9 
PC,LCE,UKG	46.5 	46.7 	47.1 
PC,LCE,UKG1	43.6 	44.9 	43.7 
PC,LCE,UKG2	48.2 	47.9 	49.2 
PC,LCE,UKG3	53.6 	50.2 	54.9 
PC,LCE,UKH	22.8 	19.4 	25.2 
PC,LCE,UKH1	21.1 	18.6 	22.5 
PC,LCE,UKH2	27.7 	25 	34.1 
PC,LCE,UKH3	24.5 	18.2 	27.5 
PC,LCE,UKI	22.5 	20.1 	29.1 
PC,LCE,UKI3	8.3 u	7.4 u	: 
PC,LCE,UKI4	21.1 u	6.9 u	14.3 u
PC,LCE,UKI5	18.1 	19.6 u	21.2 
PC,LCE,UKI6	27.6 	23.9 u	32.2 
PC,LCE,UKI7	26.5 	26.6 	47.5 
PC,LCE,UKJ	37.9 	37.6 	39.8 
PC,LCE,UKJ1	36.4 	36.2 	41 
PC,LCE,UKJ2	46.8 	46.7 	43.6 
PC,LCE,UKJ3	33.3 	32.4 	36.4 
PC,LCE,UKJ4	32.3 	32.1 	36.1 
PC,LCE,UKK	49.7 	53 	55.2 
PC,LCE,UKK1	41.6 	43.2 	45.9 
PC,LCE,UKK2	49.9 	55.2 	58.7 
PC,LCE,UKK3	54.7 	56.2 	55.6 
PC,LCE,UKK4	56.1 	60.1 	62.3 
PC,LCE,UKL	53.3 	55.5 	57.6 
PC,LCE,UKL1	51.3 	53.5 	55.7 
PC,LCE,UKL2	56.8 	59 	60.9 
PC,LCE,UKM	22.6 	23.5 	37.8 
PC,LCE,UKM2	25.1 	25.4 	36.3 
PC,LCE,UKM3	46.8 	46.9 	58.9 
PC,LCE,UKM5	23.8 	20.8 	33.4 
PC,LCE,UKM6	13.8 	15.9 	32.7 
PC,LCE,UKN	66.5 	66.4 	66.6 
PC,LCE,UKN0	66.5 	66.4 	66.6 
PC,LCE1,AT	2.3 	3.1 	3.2 
PC,LCE1,AT1	2 	3.1 	3.8 
PC,LCE1,AT2	3 	4 	3.5 
PC,LCE1,AT3	2 	2.4 	2.6 
PC,LCE1,BE	4.3 	4.6 	6 
PC,LCE1,BE1	11.1 u	15.9 u	23.9 u
PC,LCE1,BE2	3.7 	4.4 	7.2 
PC,LCE1,BE3	4.8 	4.7 	4.9 
PC,LCE1,BG	7.5 	10.8 	: 
PC,LCE1,BG3	5.8 	8.7 	: 
PC,LCE1,BG4	10.4 	14.1 	: 
PC,LCE1,CY	2.6 	4.4 	: 
PC,LCE1,CY0	2.6 	4.4 	: 
PC,LCE1,CZ	2.5 	3.8 	4.4 
PC,LCE1,CZ0	2.5 	3.8 	4.4 
PC,LCE1,DE	1.6 	3.2 	3.8 
PC,LCE1,DE1	1.3 	4.4 	5.3 
PC,LCE1,DE2	1.2 	2.5 	2.9 
PC,LCE1,DE3	4 u	6.1 	16.6 
PC,LCE1,DE4	2.4 	3.1 	5.4 
PC,LCE1,DE5	3.6 u	10.6 u	7.5 u
PC,LCE1,DE6	1.4 u	6.8 	3.3 u
PC,LCE1,DE7	1.5 	2.1 	3.4 
PC,LCE1,DE8	1.8 	2.1 	2.3 
PC,LCE1,DE9	1.3 	2.3 	2.7 
PC,LCE1,DEA	1.6 	3.5 	3.8 
PC,LCE1,DEB	1.6 	6.4 	7 
PC,LCE1,DEC	1.5 u	7.3 	9 
PC,LCE1,DED	2.1 	3.3 	3.8 
PC,LCE1,DEE	2.8 	3.8 	4.2 
PC,LCE1,DEF	1.4 	1.4 	1.1 
PC,LCE1,DEG	1.6 	4.7 	4.7 
PC,LCE1,DK	1.6 	1.9 	2.2 
PC,LCE1,DK0	1.6 	1.9 	2.2 
PC,LCE1,EE	2.5 	3.9 	3.9 
PC,LCE1,EE0	2.5 	3.9 	3.9 
PC,LCE1,EL	4.5 	7.9 	9.5 
PC,LCE1,EL3	1.5 	5.6 	10.3 
PC,LCE1,EL4	3.6 	7.4 	6.6 
PC,LCE1,EL5	4.8 	7.4 	7.7 
PC,LCE1,EL6	4.7 	8.7 	11.9 
PC,LCE1,ES	2.8 	7.9 	8 
PC,LCE1,ES1	3.4 	4.5 	5.5 
PC,LCE1,ES2	1.8 	4.4 	4.8 
PC,LCE1,ES3	8.3 	14 	13.3 
PC,LCE1,ES4	3.6 	8.7 	10 
PC,LCE1,ES5	2.1 	7.1 	5.8 
PC,LCE1,ES6	1.6 	10 	8.1 
PC,LCE1,EU27	3 	4.9 	: 
PC,LCE1,EU28	3 	: 	: 
PC,LCE1,EU_V	2.7 	4.5 	4.6 
PC,LCE1,FI	1.4 	1.6 	1 
PC,LCE1,FI1	1.4 	1.6 	1 
PC,LCE1,FI2	1.1 u	0.5 u	2.4 u
PC,LCE1,FR	3.9 	4.8 	5.4 
PC,LCE1,FR1	5 	4.4 	6.3 
PC,LCE1,FR2	2.9 	3.4 	4 
PC,LCE1,FR3	4.3 	6.1 	6.8 
PC,LCE1,FR4	4 	5.5 	5.2 
PC,LCE1,FR5	3.4 	4.3 	4.4 
PC,LCE1,FR6	4.3 	5.5 	6.3 
PC,LCE1,FR7	5.6 	6.4 	6.8 
PC,LCE1,FR8	3.8 	5.1 	6.3 
PC,LCE1,HR	5 	: 	: 
PC,LCE1,HR0	5 	: 	: 
PC,LCE1,HU	3 	4.9 	6.4 
PC,LCE1,HU1	3.9 	6.9 	10.3 
PC,LCE1,HU2	2.7 	5.3 	6 
PC,LCE1,HU3	3 	4.3 	6.1 
PC,LCE1,IE	2.7 	2.8 	2.7 
PC,LCE1,IE0	2.7 	2.8 	2.7 
PC,LCE1,IT	3.3 	6.3 	6.7 
PC,LCE1,ITC	3.1 	5.4 	5.5 
PC,LCE1,ITF	3.1 	5.5 	5.5 
PC,LCE1,ITG	6 	8.4 	7.4 
PC,LCE1,ITH	2.7 	6.2 	6.6 
PC,LCE1,ITI	2.3 	6.7 	8.8 
PC,LCE1,LT	2.4 	4.7 	4.1 
PC,LCE1,LT0	2.4 	4.7 	4.1 
PC,LCE1,LU	5 	3.8 	5.1 
PC,LCE1,LU0	5 	3.8 	5.1 
PC,LCE1,LV	3.2 	4 	5.3 
PC,LCE1,LV0	3.2 	4 	5.3 
PC,LCE1,MT	1.3 u	3.9 u	: 
PC,LCE1,MT0	1.3 u	3.9 u	: 
PC,LCE1,NL	1 	1.9 	2.2 
PC,LCE1,NL1	1 	0.8 	0.9 
PC,LCE1,NL2	1.2 	2 	1.8 
PC,LCE1,NL3	0.7 	1.8 	2.5 
PC,LCE1,NL4	1 	3.2 	3.8 
PC,LCE1,PL	3.3 	4.8 	5 
PC,LCE1,PL1	3.6 	5.8 	5.5 
PC,LCE1,PL2	5 	6 	6 
PC,LCE1,PL3	3.1 	4.7 	5 
PC,LCE1,PL4	2.8 	4 	4.5 
PC,LCE1,PL5	4.1 	4 	4.4 
PC,LCE1,PL6	2.7 	4.9 	5.1 
PC,LCE1,PT	3.8 	9.6 	3.6 
PC,LCE1,PT1	3.8 	9.6 	3.6 
PC,LCE1,RO	6.1 	7.9 	: 
PC,LCE1,RO1	9.1 	12.2 	: 
PC,LCE1,RO2	4.7 	5.9 	: 
PC,LCE1,RO3	3.5 	4.5 	: 
PC,LCE1,RO4	6.1 	7.3 	: 
PC,LCE1,SE	1.5 	2.1 	1.8 
PC,LCE1,SE1	2.7 	3.1 	2.5 
PC,LCE1,SE2	3.4 	4 	4.4 
PC,LCE1,SE3	0.8 	1.4 	1 
PC,LCE1,SI	5.3 	7.3 	7.5 
PC,LCE1,SI0	5.3 	7.3 	7.5 
PC,LCE1,SK	2.1 	4 	3.9 
PC,LCE1,SK0	2.1 	4 	3.9 
PC,LCE1,UK	2.8 	3.1 	3.5 
PC,LCE1,UKC	2.5 	2 	1.4 
PC,LCE1,UKD	5 	4.9 	6.4 
PC,LCE1,UKE	2.6 	2.3 	3 
PC,LCE1,UKF	2.5 	3.3 	5.4 
PC,LCE1,UKG	4.1 	4.2 	5.1 
PC,LCE1,UKH	4.1 	4.1 	5.4 
PC,LCE1,UKI	7.3 	3.9 u	7.3 
PC,LCE1,UKJ	4.6 	5.6 	5.3 
PC,LCE1,UKK	3 	4.4 	4.4 
PC,LCE1,UKL	2.5 	2.8 	1.8 
PC,LCE1,UKM	1.3 	1.5 	1.8 
PC,LCE1,UKN	3.5 	4.5 	3.3 
PC,LCE2,AT	21 	20.9 	21.7 
PC,LCE2,AT1	13.7 	12.6 	13.5 
PC,LCE2,AT2	20 	20.4 	20.9 
PC,LCE2,AT3	26.7 	27 	27.9 
PC,LCE2,BE	23.9 	24.4 	27.6 
PC,LCE2,BE1	4.6 u	9.5 u	: 
PC,LCE2,BE2	23.9 	23.2 	28.7 
PC,LCE2,BE3	24.2 	25.6 	27 
PC,LCE2,BG	7.3 	7.9 	: 
PC,LCE2,BG3	6.2 	7.1 	: 
PC,LCE2,BG4	9.1 	9.2 	: 
PC,LCE2,CY	5.1 	3.7 	: 
PC,LCE2,CY0	5.1 	3.7 	: 
PC,LCE2,CZ	17.7 	16.7 	16.4 
PC,LCE2,CZ0	17.7 	16.7 	16.4 
PC,LCE2,DE	18.7 	19.1 	20 
PC,LCE2,DE1	20.4 	18.9 	19.9 
PC,LCE2,DE2	19.9 	20.1 	20.3 
PC,LCE2,DE3	13.1 	12.9 	13.1 
PC,LCE2,DE4	15 	17.4 	18.7 
PC,LCE2,DE5	23.4 	27.2 	23.3 
PC,LCE2,DE6	21.5 	23 	35 
PC,LCE2,DE7	18.6 	19.7 	20.8 
PC,LCE2,DE8	16.4 	17.8 	19.8 
PC,LCE2,DE9	21 	22.1 	22.5 
PC,LCE2,DEA	19.7 	19.2 	20.8 
PC,LCE2,DEB	19.1 	17.1 	17.8 
PC,LCE2,DEC	24 	21.8 	21.8 
PC,LCE2,DED	14.6 	15 	15.8 
PC,LCE2,DEE	13 	14.4 	15.3 
PC,LCE2,DEF	26.4 	27.3 	28.6 
PC,LCE2,DEG	15.2 	15.8 	15.6 
PC,LCE2,DK	13.4 	17.5 	19.4 
PC,LCE2,DK0	13.4 	17.5 	19.4 
PC,LCE2,EE	11 	12.7 	15.2 
PC,LCE2,EE0	11 	12.7 	15.2 
PC,LCE2,EL	5.2 	5.4 	6.1 
PC,LCE2,EL3	3.5 	3.2 	6.1 
PC,LCE2,EL4	7.5 	7.4 	6.1 
PC,LCE2,EL5	5.3 	5.6 	7 
PC,LCE2,EL6	4.5 	4.8 	5.3 
PC,LCE2,ES	11.1 	8.8 	9 
PC,LCE2,ES1	19.9 	20.1 	19.1 
PC,LCE2,ES2	7.3 	7 	8.5 
PC,LCE2,ES3	11.8 	7.7 	10.1 
PC,LCE2,ES4	13 	9.6 	9.2 
PC,LCE2,ES5	6.3 	4.4 	5.3 
PC,LCE2,ES6	8.6 	6 	6.7 
PC,LCE2,EU27	14.5 	14.4 	: 
PC,LCE2,EU28	14.4 	: 	: 
PC,LCE2,EU_V	14.7 	14.5 	15.4 
PC,LCE2,FI	2 	2 	1.4 
PC,LCE2,FI1	1.9 	2 	1.4 
PC,LCE2,FI2	4.6 u	1.9 u	: 
PC,LCE2,FR	20.6 	21 	21.9 
PC,LCE2,FR1	7.3 	6.8 	7.4 
PC,LCE2,FR2	19.8 	20.3 	21 
PC,LCE2,FR3	16.8 	16.8 	17 
PC,LCE2,FR4	21.8 	20.7 	22 
PC,LCE2,FR5	23.3 	25.1 	26.9 
PC,LCE2,FR6	23.5 	23.9 	24.9 
PC,LCE2,FR7	28.7 	28.4 	28.9 
PC,LCE2,FR8	8.6 	9.1 	8.9 
PC,LCE2,HR	9.1 	: 	: 
PC,LCE2,HR0	9.1 	: 	: 
PC,LCE2,HU	11.7 	12.1 	12.7 
PC,LCE2,HU1	9.2 	8.6 	9.9 
PC,LCE2,HU2	8.1 	8.4 	9.1 
PC,LCE2,HU3	14.7 	15.2 	15.8 
PC,LCE2,IE	52 	51.3 	61.9 
PC,LCE2,IE0	52 	51.3 	61.9 
PC,LCE2,IT	12.3 	10.6 	10.1 
PC,LCE2,ITC	14.4 	13.1 	13.6 
PC,LCE2,ITF	7.4 	6.3 	5.4 
PC,LCE2,ITG	14.3 	14.3 	11.6 
PC,LCE2,ITH	14.2 	10.2 	11.6 
PC,LCE2,ITI	12.8 	10.8 	9.5 
PC,LCE2,LT	17.4 	19.7 	26.2 
PC,LCE2,LT0	17.4 	19.7 	26.2 
PC,LCE2,LU	22.9 	29.5 	30.4 
PC,LCE2,LU0	22.9 	29.5 	30.4 
PC,LCE2,LV	14.9 	17.2 	20.2 
PC,LCE2,LV0	14.9 	17.2 	20.2 
PC,LCE2,MT	10.1 	9.9 	: 
PC,LCE2,MT0	10.1 	9.9 	: 
PC,LCE2,NL	34 	33.5 	36.5 
PC,LCE2,NL1	42.8 	40.9 	43.4 
PC,LCE2,NL2	34.7 	33.5 	37.3 
PC,LCE2,NL3	29.9 	32.1 	36.7 
PC,LCE2,NL4	27.4 	26.2 	26.3 
PC,LCE2,PL	15.1 	16.4 	18.1 
PC,LCE2,PL1	18.2 	19.4 	21.9 
PC,LCE2,PL2	19 	21 	22.4 
PC,LCE2,PL3	18.5 	19.9 	22 
PC,LCE2,PL4	11.3 	12.3 	13.6 
PC,LCE2,PL5	7.4 	9.8 	10.4 
PC,LCE2,PL6	14.1 	14.9 	16.7 
PC,LCE2,PT	15.6 	11.7 	3.6 
PC,LCE2,PT1	15.6 	11.7 	3.6 
PC,LCE2,RO	14.6 	15.6 	: 
PC,LCE2,RO1	20.9 	23.6 	: 
PC,LCE2,RO2	13.6 	14.2 	: 
PC,LCE2,RO3	9.2 	8.9 	: 
PC,LCE2,RO4	11.9 	12.1 	: 
PC,LCE2,SE	3.6 	3.4 	2.9 
PC,LCE2,SE1	6.8 	6.4 	6.5 
PC,LCE2,SE2	8.9 	8.2 	7.4 
PC,LCE2,SE3	1.6 	1.7 	1.2 
PC,LCE2,SI	15.6 	14.8 	13.4 
PC,LCE2,SI0	15.6 	14.8 	13.4 
PC,LCE2,SK	13.3 	12.8 	12.7 
PC,LCE2,SK0	13.3 	12.8 	12.7 
PC,LCE2,UK	32.2 	32.2 	38.8 
PC,LCE2,UKC	36.3 	37.4 	40.9 
PC,LCE2,UKD	42.8 	38.9 	47 
PC,LCE2,UKE	27.7 	27.5 	27.7 
PC,LCE2,UKF	29.4 	27.8 	27.3 
PC,LCE2,UKG	41.7 	41.4 	41.5 
PC,LCE2,UKH	16.8 	14.5 	19 
PC,LCE2,UKI	15.2 	16.2 	19.8 
PC,LCE2,UKJ	31.5 	30.9 	33.1 
PC,LCE2,UKK	45.4 	47.5 	49.1 
PC,LCE2,UKL	49.7 	52 	55.6 
PC,LCE2,UKM	19.9 	20.5 	35.8 
PC,LCE2,UKN	62.1 	61.5 	63.1 
PC,LCE3,AT	1.4 	1.2 	0.7 
PC,LCE3,AT1	1.9 	1.6 	1 
PC,LCE3,AT2	1.7 	1.5 	0.9 
PC,LCE3,AT3	0.8 	0.8 	0.3 
PC,LCE3,BE	2.7 	2.9 	1.7 
PC,LCE3,BE2	3 	2.8 	1.1 
PC,LCE3,BE3	2.6 	3.1 	2.3 
PC,LCE3,BG	3.9 	2 	: 
PC,LCE3,BG3	4.4 	1.9 	: 
PC,LCE3,BG4	3.1 	2.1 	: 
PC,LCE3,CY	5.4 	5.2 	: 
PC,LCE3,CY0	5.4 	5.2 	: 
PC,LCE3,CZ	2.2 	1.5 	1.5 
PC,LCE3,CZ0	2.2 	1.5 	1.5 
PC,LCE3,DE	1.5 	1.3 	0.9 
PC,LCE3,DE1	1.8 	1.9 	1.7 
PC,LCE3,DE2	1.6 	1.1 	0.9 
PC,LCE3,DE3	1.3 u	1.6 u	1.9 u
PC,LCE3,DE4	1.2 	1.1 	0.5 
PC,LCE3,DE5	3.5 u	4.6 u	: 
PC,LCE3,DE6	4.2 u	: 	: 
PC,LCE3,DE7	1.2 	0.6 	1.6 
PC,LCE3,DE8	1.9 	1.5 	0.1 u
PC,LCE3,DE9	1.3 	1.1 	0.6 
PC,LCE3,DEA	1.4 	1.9 	1 
PC,LCE3,DEB	1.9 	1.7 	0.8 
PC,LCE3,DEC	1.5 u	1.1 u	0.6 u
PC,LCE3,DED	1.3 	1.2 	0.9 
PC,LCE3,DEE	1.4 	1.2 	1 
PC,LCE3,DEF	1.7 	1.5 	1.2 
PC,LCE3,DEG	1.1 	0.5 	1.2 
PC,LCE3,DK	2.6 	2 	1.8 
PC,LCE3,DK0	2.6 	2 	1.8 
PC,LCE3,EE	2.4 	2.7 	2 
PC,LCE3,EE0	2.4 	2.7 	2 
PC,LCE3,EL	9.8 	5.1 	3 
PC,LCE3,EL3	9.6 	4.5 	5 
PC,LCE3,EL4	9.4 	4.5 	1.3 
PC,LCE3,EL5	9.3 	5 	3.7 
PC,LCE3,EL6	10.3 	5.5 	2.7 
PC,LCE3,ES	5.1 	3.2 	2.5 
PC,LCE3,ES1	1.5 	1.8 	2 
PC,LCE3,ES2	4.9 	3.9 	3.4 
PC,LCE3,ES3	4.8 	2.7 	1.9 
PC,LCE3,ES4	4.3 	3.5 	3.1 
PC,LCE3,ES5	5.8 	2.3 	1.2 
PC,LCE3,ES6	8 	3.2 	1.5 
PC,LCE3,EU27	3.2 	2.4 	: 
PC,LCE3,EU28	3.3 	: 	: 
PC,LCE3,EU_V	3 	2.2 	2.2 
PC,LCE3,FI	1 	0.8 	1.2 
PC,LCE3,FI1	1 	0.8 	1.2 
PC,LCE3,FI2	1.4 u	: 	: 
PC,LCE3,FR	2.2 	2.1 	1 
PC,LCE3,FR1	1.3 	2.1 	0.8 
PC,LCE3,FR2	1.5 	1.4 	0.6 
PC,LCE3,FR3	2.2 	1.6 	1.1 
PC,LCE3,FR4	1.3 	1.2 	0.7 
PC,LCE3,FR5	2.5 	3 	0.9 
PC,LCE3,FR6	2.9 	2.6 	1.4 
PC,LCE3,FR7	1.6 	1.6 	0.6 
PC,LCE3,FR8	3.6 	2.6 	1.7 
PC,LCE3,HR	5 	: 	: 
PC,LCE3,HR0	5 	: 	: 
PC,LCE3,HU	5.2 	4.2 	3.6 
PC,LCE3,HU1	5.2 	5.3 	1.7 
PC,LCE3,HU2	4.4 	3 	3.5 
PC,LCE3,HU3	5.8 	4.9 	3.9 
PC,LCE3,IE	1.5 	1.2 	0.8 
PC,LCE3,IE0	1.5 	1.2 	0.8 
PC,LCE3,IT	6 	3.7 	5.2 
PC,LCE3,ITC	2.2 	1.3 	1.6 
PC,LCE3,ITF	12.1 	8.1 	10.2 
PC,LCE3,ITG	8.1 	6.3 	9.1 
PC,LCE3,ITH	2.4 	1 	1.4 
PC,LCE3,ITI	4.4 	1.3 	3 
PC,LCE3,LT	5.1 	5.2 	2.7 
PC,LCE3,LT0	5.1 	5.2 	2.7 
PC,LCE3,LU	1 u	0.6 u	1.4 u
PC,LCE3,LU0	1 u	0.6 u	1.4 u
PC,LCE3,LV	4.4 	3.2 	2.1 
PC,LCE3,LV0	4.4 	3.2 	2.1 
PC,LCE3,MT	12 	3 u	: 
PC,LCE3,MT0	12 	3 u	: 
PC,LCE3,NL	1.3 	1.8 	1.1 
PC,LCE3,NL1	1.3 	2.2 	1.4 
PC,LCE3,NL2	0.8 u	1.7 	1.3 
PC,LCE3,NL3	2.3 	1.8 	0.7 
PC,LCE3,NL4	0.9 	1.6 	0.8 u
PC,LCE3,PL	4.2 	3.7 	2.7 
PC,LCE3,PL1	4.2 	3.8 	2.2 
PC,LCE3,PL2	5.6 	4.8 	5.3 
PC,LCE3,PL3	4.3 	3.6 	2.3 
PC,LCE3,PL4	3.8 	3.1 	2.4 
PC,LCE3,PL5	4.7 	4.6 	4.6 
PC,LCE3,PL6	3.5 	3.3 	2.1 
PC,LCE3,PT	4.2 	3.1 	17.6 
PC,LCE3,PT1	4.2 	3.1 	17.6 
PC,LCE3,RO	6.4 	4.7 	: 
PC,LCE3,RO1	6.2 	3.3 	: 
PC,LCE3,RO2	4.6 	3.8 	: 
PC,LCE3,RO3	6.1 	6 	: 
PC,LCE3,RO4	8.8 	6.4 	: 
PC,LCE3,SE	0.3 	0.3 	0.5 
PC,LCE3,SE1	0.9 	1 	1.3 
PC,LCE3,SE2	0.7 	0.5 	1.1 
PC,LCE3,SE3	0.1 	0.1 	0.3 
PC,LCE3,SI	0.8 	0.8 	1.2 
PC,LCE3,SI0	0.8 	0.8 	1.2 
PC,LCE3,SK	4.1 	4.3 	4.3 
PC,LCE3,SK0	4.1 	4.3 	4.3 
PC,LCE3,UK	1.3 	1 	0.6 
PC,LCE3,UKC	0.5 u	0.7 u	0.6 u
PC,LCE3,UKD	0.7 	0.6 	0.4 u
PC,LCE3,UKE	1.2 	0.8 	0.4 u
PC,LCE3,UKF	1.3 	0.7 	0.6 
PC,LCE3,UKG	0.7 	1.1 	0.5 
PC,LCE3,UKH	1.8 	0.8 	0.9 
PC,LCE3,UKI	: 	: 	2 u
PC,LCE3,UKJ	1.8 	1.1 	1.4 
PC,LCE3,UKK	1.3 	1 	1.7 
PC,LCE3,UKL	1.2 	0.7 	0.1 u
PC,LCE3,UKM	1.4 	1.5 	0.2 
PC,LCE3,UKN	1 	0.4 u	0.2 u
PC,LCF,AT	5.4 	5.4 	5.5 
PC,LCF,AT1	2.5 	1 	1.3 
PC,LCF,AT11	4.5 	2.9 	3.2 
PC,LCF,AT12	2.1 	0.6 	0.9 
PC,LCF,AT2	3.2 	3.8 	3.6 
PC,LCF,AT21	4.4 	5.8 	4.8 
PC,LCF,AT22	2.5 	2.6 	2.9 
PC,LCF,AT3	9.2 	9.6 	9.9 
PC,LCF,AT31	2.6 	2.9 	3.2 
PC,LCF,AT32	8.4 	7.6 	9.2 
PC,LCF,AT33	16.4 	17 	17.1 
PC,LCF,AT34	6.1 	10.3 	7.9 
PC,LCF,BE	0.8 	0.8 	1.1 
PC,LCF,BE2	0.9 	0.4 	1.3 
PC,LCF,BE21	1.9 	0.4 u	1.8 u
PC,LCF,BE22	0.5 u	0.2 u	1.4 u
PC,LCF,BE23	1.1 u	0.8 u	1.7 u
PC,LCF,BE24	: 	0.6 u	: 
PC,LCF,BE25	0.8 u	: 	1.1 u
PC,LCF,BE3	0.7 	1.1 	1.1 
PC,LCF,BE31	3.2 u	2.3 u	: 
PC,LCF,BE32	1.1 u	0.9 u	2.4 
PC,LCF,BE33	0.1 u	1.2 u	0.4 u
PC,LCF,BE34	0.1 u	0.5 u	0.4 u
PC,LCF,BE35	1.1 u	1.7 	1.4 u
PC,LCF,BG	2.3 	1.2 	: 
PC,LCF,BG3	2.4 	0.8 	: 
PC,LCF,BG31	1.6 	1 	: 
PC,LCF,BG32	3.5 	0.9 	: 
PC,LCF,BG33	1 	0.9 	: 
PC,LCF,BG34	3.3 	0.4 	: 
PC,LCF,BG4	2.3 	1.9 	: 
PC,LCF,BG41	2.2 	2.1 	: 
PC,LCF,BG42	2.4 	1.7 	: 
PC,LCF,CY	16.1 	5.6 	: 
PC,LCF,CY0	16.1 	5.6 	: 
PC,LCF,CY00	16.1 	5.6 	: 
PC,LCF,CZ	0.9 	0.7 	0.8 
PC,LCF,CZ0	0.9 	0.7 	0.8 
PC,LCF,CZ01	: 	5.5 u	4 u
PC,LCF,CZ02	1.2 	0.7 	1.6 
PC,LCF,CZ03	1.4 	0.6 	0.6 
PC,LCF,CZ04	1.1 	1.4 	2.2 
PC,LCF,CZ05	0.5 	0.5 	0.3 u
PC,LCF,CZ06	0.5 	0.7 	0.3 u
PC,LCF,CZ07	0.6 u	0.2 u	0.5 u
PC,LCF,CZ08	0.5 u	0.9 u	0.6 u
PC,LCF,DE	1.2 	0.9 	0.8 
PC,LCF,DE1	1.7 	0.7 	0.6 
PC,LCF,DE11	2.3 	0.5 u	1.1 
PC,LCF,DE12	2 	0.8 	: 
PC,LCF,DE13	1.7 	1 	0.6 u
PC,LCF,DE14	0.9 	0.5 u	0.4 u
PC,LCF,DE2	1.5 	0.8 	0.8 
PC,LCF,DE21	2.2 	1.7 	1.4 
PC,LCF,DE22	0.3 u	0.5 u	0.5 u
PC,LCF,DE23	1 	0.4 u	0.6 
PC,LCF,DE24	0.7 	0.7 u	0.5 u
PC,LCF,DE25	0.7 u	0.6 u	0.5 u
PC,LCF,DE26	1.7 	0.3 u	0.9 
PC,LCF,DE27	2.9 	0.4 	0.5 
PC,LCF,DE3	2.7 u	1.7 u	1.4 u
PC,LCF,DE30	2.7 u	1.7 u	1.4 u
PC,LCF,DE4	1.1 	1 	1.4 
PC,LCF,DE40	1.1 	1 	1.4 
PC,LCF,DE6	4.1 u	5 u	: 
PC,LCF,DE60	4.1 u	5 u	: 
PC,LCF,DE7	1.3 	1.3 	0.1 u
PC,LCF,DE71	1 	3.3 	0.2 u
PC,LCF,DE72	2.4 	0.6 u	: 
PC,LCF,DE73	0.7 	: 	: 
PC,LCF,DE8	0.7 	0.8 	0.4 
PC,LCF,DE80	0.7 	0.8 	0.4 
PC,LCF,DE9	0.9 	0.7 	0.7 
PC,LCF,DE91	0.9 	0.6 u	0.2 u
PC,LCF,DE92	1.3 	1.1 	1 
PC,LCF,DE93	0.3 u	0.5 	0.4 
PC,LCF,DE94	1.5 	0.7 	1.1 
PC,LCF,DEA	1.2 	1.2 	0.9 
PC,LCF,DEA1	1.2 	1.4 	1.3 
PC,LCF,DEA2	1.5 	1.5 	1.1 
PC,LCF,DEA3	0.7 	0.7 u	0.2 u
PC,LCF,DEA4	1.9 	1.1 	0.2 u
PC,LCF,DEA5	0.9 	1.3 	1.7 
PC,LCF,DEB	1.5 	1.5 	1.8 
PC,LCF,DEB1	1.5 	1.4 	2.3 
PC,LCF,DEB2	1 	0.2 u	1.2 u
PC,LCF,DEB3	1.7 	2.5 	1.6 
PC,LCF,DEC	0.4 u	: 	: 
PC,LCF,DEC0	0.4 u	: 	: 
PC,LCF,DED	0.8 	0.5 	1.3 
PC,LCF,DED2	1.1 	0.7 	2.1 
PC,LCF,DED4	0.7 u	0.5 u	0.5 u
PC,LCF,DED5	0.2 u	0.2 u	1.1 u
PC,LCF,DEE	1.4 	1 	0.6 
PC,LCF,DEE0	1.4 	1 	0.6 
PC,LCF,DEF	1.4 	1 	1.1 
PC,LCF,DEF0	1.4 	1 	1.1 
PC,LCF,DEG	0.8 	0.5 	0.2 u
PC,LCF,DEG0	0.8 	0.5 	0.2 u
PC,LCF,DK	1.3 	1.2 	1.1 
PC,LCF,DK0	1.3 	1.2 	1.1 
