unit,landcover,geo\time	2015 	2012 	2009 
CVA,LCB73,DE8	: 	312.5 	: 
CVA,LCB73,DE9	87.8 	77.5 	72.8 
CVA,LCB73,DEA	49.6 	71.7 	235.2 
CVA,LCB73,DEB	95.8 	62.9 	62.2 
CVA,LCB73,DEC	71.2 	: 	385 
CVA,LCB73,DED	214.2 	186.4 	176.4 
CVA,LCB73,DEE	94.5 	71.3 	136 
CVA,LCB73,DEF	: 	: 	172.2 
CVA,LCB73,DEG	94.3 	95.7 	77.3 
CVA,LCB73,DK	98.3 	: 	80.9 
CVA,LCB73,DK0	98.3 	: 	80.9 
CVA,LCB73,EE	153.3 	133.9 	: 
CVA,LCB73,EE0	153.3 	133.9 	: 
CVA,LCB73,EL	28.5 	30.5 	35.8 
CVA,LCB73,EL5	33.6 	35.9 	41.5 
CVA,LCB73,EL6	57.6 	60.4 	55.2 
CVA,LCB73,ES	17.7 	16.2 	20.7 
CVA,LCB73,ES1	80.2 	62.3 	74.9 
CVA,LCB73,ES2	36.4 	29.4 	31.6 
CVA,LCB73,ES4	30.1 	25 	37.2 
CVA,LCB73,ES5	31.8 	35.1 	44.4 
CVA,LCB73,ES6	100.4 	137.7 	294.7 
CVA,LCB73,EU27	7.3 	7.3 	: 
CVA,LCB73,EU28	7.3 	: 	: 
CVA,LCB73,EU_V	7.6 	7.7 	8.7 
CVA,LCB73,FR	21.3 	19.9 	19.7 
CVA,LCB73,FR1	: 	96.3 	: 
CVA,LCB73,FR2	75 	60 	84.7 
CVA,LCB73,FR3	166 	: 	: 
CVA,LCB73,FR4	50 	52.7 	51.2 
CVA,LCB73,FR5	61.7 	78 	40.5 
CVA,LCB73,FR6	75.2 	62.5 	81.6 
CVA,LCB73,FR7	44.1 	37.2 	33.7 
CVA,LCB73,FR8	39 	41 	52.2 
CVA,LCB73,HR	80.3 	: 	: 
CVA,LCB73,HR0	80.3 	: 	: 
CVA,LCB73,HU	41.3 	39 	54.6 
CVA,LCB73,HU1	: 	: 	101 
CVA,LCB73,HU2	142.2 	116.4 	329.3 
CVA,LCB73,HU3	42.8 	41.3 	67.2 
CVA,LCB73,IT	16.2 	17.5 	20.5 
CVA,LCB73,ITC	53.4 	54.5 	90.9 
CVA,LCB73,ITF	20.6 	22.5 	24.1 
CVA,LCB73,ITG	170.7 	112 	: 
CVA,LCB73,ITH	32.8 	44.1 	48.8 
CVA,LCB73,ITI	63.1 	57.8 	94.2 
CVA,LCB73,LT	124.1 	69.9 	79.4 
CVA,LCB73,LT0	124.2 	69.9 	79.4 
CVA,LCB73,LV	129.6 	138.2 	: 
CVA,LCB73,LV0	129.6 	138.2 	: 
CVA,LCB73,NL	76.1 	82.8 	59.4 
CVA,LCB73,NL2	154.8 	121.3 	137.4 
CVA,LCB73,NL4	84.3 	114.8 	68 
CVA,LCB73,PL	20 	23.1 	27.3 
CVA,LCB73,PL1	28.3 	30.7 	33.4 
CVA,LCB73,PL2	234.7 	247.8 	266.5 
CVA,LCB73,PL3	41.5 	45.8 	70.7 
CVA,LCB73,PL4	54.1 	64.8 	96.8 
CVA,LCB73,PL5	101.4 	142.1 	: 
CVA,LCB73,PL6	60.5 	130.7 	84.6 
CVA,LCB73,PT	38.9 	41.9 	61.4 
CVA,LCB73,PT1	38.9 	41.9 	61.4 
CVA,LCB73,RO	38.5 	35.7 	: 
CVA,LCB73,RO1	110.3 	112.5 	: 
CVA,LCB73,RO2	59.2 	89 	: 
CVA,LCB73,RO3	: 	108.5 	: 
CVA,LCB73,RO4	55.2 	45.2 	: 
CVA,LCB73,SI	144.1 	164.4 	: 
CVA,LCB73,SI0	144.1 	164.4 	: 
CVA,LCB73,SK	95.1 	58.7 	59.8 
CVA,LCB73,SK0	95.1 	58.7 	59.8 
CVA,LCB74,AT	88.5 	67.4 	59.4 
CVA,LCB74,AT1	95.1 	97.8 	71.4 
CVA,LCB74,AT2	251.2 	142.5 	: 
CVA,LCB74,AT3	: 	149.9 	125.8 
CVA,LCB74,BE	106.7 	91.2 	: 
CVA,LCB74,BE2	103 	101.6 	: 
CVA,LCB74,BE3	: 	206.1 	: 
CVA,LCB74,BG	38.7 	47.3 	: 
CVA,LCB74,BG3	46.3 	60.9 	: 
CVA,LCB74,BG4	68.1 	75.1 	: 
CVA,LCB74,CY	23.8 	25.9 	: 
CVA,LCB74,CY0	23.8 	25.9 	: 
CVA,LCB74,CZ	75.1 	45.1 	54.4 
CVA,LCB74,CZ0	75.1 	45.1 	54.4 
CVA,LCB74,DE	48.7 	57.1 	70.9 
CVA,LCB74,DE1	80 	64.1 	128.9 
CVA,LCB74,DE2	77.8 	118.2 	100.4 
CVA,LCB74,DEA	133.9 	: 	: 
CVA,LCB74,DED	: 	: 	149.2 
CVA,LCB74,DEG	133 	: 	: 
CVA,LCB74,EL	16.5 	16.3 	25.9 
CVA,LCB74,EL3	117.8 	: 	: 
CVA,LCB74,EL4	51.2 	61.1 	: 
CVA,LCB74,EL5	28.5 	25 	38.8 
CVA,LCB74,EL6	22.6 	22.7 	32.4 
CVA,LCB74,ES	5.5 	4.7 	5.8 
CVA,LCB74,ES1	35.4 	26.6 	28.8 
CVA,LCB74,ES2	14.6 	11 	11.3 
CVA,LCB74,ES3	131.9 	: 	121.7 
CVA,LCB74,ES4	13.8 	12.3 	15.1 
CVA,LCB74,ES5	9.7 	8.5 	11.6 
CVA,LCB74,ES6	9.4 	8 	11 
CVA,LCB74,EU27	4.3 	3.9 	: 
CVA,LCB74,EU28	4.3 	: 	: 
CVA,LCB74,EU_V	4.4 	3.9 	4.8 
CVA,LCB74,FR	17.7 	21.2 	19.2 
CVA,LCB74,FR2	63.4 	: 	99.1 
CVA,LCB74,FR4	73.3 	66 	65.6 
CVA,LCB74,FR5	84.9 	95.3 	75.4 
CVA,LCB74,FR6	27.4 	35.6 	30.9 
CVA,LCB74,FR7	35.5 	39.7 	37.5 
CVA,LCB74,FR8	41.4 	45.5 	45.7 
CVA,LCB74,HR	53.6 	: 	: 
CVA,LCB74,HR0	53.6 	: 	: 
CVA,LCB74,HU	75.4 	78.8 	55.5 
CVA,LCB74,HU1	: 	: 	191.9 
CVA,LCB74,HU2	164.9 	172.7 	102.1 
CVA,LCB74,HU3	86 	87.9 	71 
CVA,LCB74,IT	8.7 	7.8 	10.3 
CVA,LCB74,ITC	23.5 	23.8 	25.4 
CVA,LCB74,ITF	13 	11.2 	17.4 
CVA,LCB74,ITG	22.1 	24.2 	23.6 
CVA,LCB74,ITH	38.7 	36.3 	46.8 
CVA,LCB74,ITI	19.3 	16.4 	22.5 
CVA,LCB74,MT	: 	142.6 	: 
CVA,LCB74,MT0	: 	142.6 	: 
CVA,LCB74,PL	61.4 	52.4 	85.4 
CVA,LCB74,PL2	133.6 	: 	: 
CVA,LCB74,PL3	89.6 	59 	130.6 
CVA,LCB74,PL4	: 	: 	372.9 
CVA,LCB74,PL6	109.2 	109.5 	118.9 
CVA,LCB74,PT	15.5 	13.6 	16.6 
CVA,LCB74,PT1	15.5 	13.6 	16.6 
CVA,LCB74,RO	33 	47.7 	: 
CVA,LCB74,RO1	39.2 	69.9 	: 
CVA,LCB74,RO2	84.7 	98 	: 
CVA,LCB74,RO3	166.6 	: 	: 
CVA,LCB74,RO4	115.2 	92.4 	: 
CVA,LCB74,SE	100.3 	161.6 	: 
CVA,LCB74,SE2	100.3 	174.5 	: 
CVA,LCB74,SI	76.5 	79.6 	187.5 
CVA,LCB74,SI0	76.5 	79.6 	187.5 
CVA,LCB74,SK	51.8 	51 	63.1 
CVA,LCB74,SK0	51.8 	51 	63.1 
CVA,LCB74,UK	97.5 	: 	102.4 
CVA,LCB74,UKJ	101 	: 	102.3 
CVA,LCB75,AT	39.7 	57.9 	51.9 
CVA,LCB75,AT1	60.2 	80.4 	71 
CVA,LCB75,AT2	87.4 	88.5 	116.9 
CVA,LCB75,AT3	68.8 	198.4 	112.2 
CVA,LCB75,BG	23.8 	19.1 	: 
CVA,LCB75,BG3	26.6 	23.7 	: 
CVA,LCB75,BG4	53.8 	32.4 	: 
CVA,LCB75,CY	41.5 	27.6 	: 
CVA,LCB75,CY0	41.5 	27.6 	: 
CVA,LCB75,CZ	22.2 	23.1 	28.5 
CVA,LCB75,CZ0	22.2 	23.1 	28.5 
CVA,LCB75,DE	24.4 	26.8 	24.9 
CVA,LCB75,DE1	47 	46.1 	43.5 
CVA,LCB75,DE2	72.8 	64.1 	67.9 
CVA,LCB75,DE3	: 	: 	126.7 
CVA,LCB75,DE4	144.5 	: 	: 
CVA,LCB75,DE8	99.2 	98.3 	98.8 
CVA,LCB75,DE9	69.3 	107.8 	65.1 
CVA,LCB75,DEA	44.9 	59.3 	71.6 
CVA,LCB75,DEB	93 	127 	163.2 
CVA,LCB75,DEC	: 	316.2 	122.6 
CVA,LCB75,DED	: 	: 	300.4 
CVA,LCB75,DEE	141.1 	153 	317.3 
CVA,LCB75,DEG	203.4 	101.1 	80.9 
CVA,LCB75,DK	161.5 	53.7 	118 
CVA,LCB75,DK0	161.6 	53.7 	118 
CVA,LCB75,EE	128.2 	81.4 	167.8 
CVA,LCB75,EE0	128.2 	81.4 	167.8 
CVA,LCB75,EL	14 	16 	18.5 
CVA,LCB75,EL3	: 	: 	177 
CVA,LCB75,EL4	102.6 	58.1 	: 
CVA,LCB75,EL5	16 	20 	19 
CVA,LCB75,EL6	31.3 	30.5 	46.6 
CVA,LCB75,ES	9.4 	8.9 	9.5 
CVA,LCB75,ES1	58 	40.4 	42.6 
CVA,LCB75,ES2	26.4 	25.6 	26 
CVA,LCB75,ES4	23.2 	18.4 	21.2 
CVA,LCB75,ES5	15 	15.9 	17.7 
CVA,LCB75,ES6	16.9 	17.3 	17.6 
CVA,LCB75,EU27	4.2 	3.8 	: 
CVA,LCB75,EU28	4.2 	: 	: 
CVA,LCB75,EU_V	4.7 	4.5 	5 
CVA,LCB75,FI	57.4 	48.6 	52.7 
CVA,LCB75,FI1	57.4 	48.7 	52.6 
CVA,LCB75,FR	14.7 	12.7 	12.9 
CVA,LCB75,FR2	57 	41.7 	41.5 
CVA,LCB75,FR4	46.3 	42.8 	45.1 
CVA,LCB75,FR5	49.7 	66.7 	56.5 
CVA,LCB75,FR6	25.6 	24.3 	27.8 
CVA,LCB75,FR7	41.9 	29.3 	29.4 
CVA,LCB75,FR8	26 	21.6 	20.9 
CVA,LCB75,HR	29.3 	: 	: 
CVA,LCB75,HR0	29.3 	: 	: 
CVA,LCB75,HU	25.8 	27.1 	25.6 
CVA,LCB75,HU1	73.2 	58.5 	63.6 
CVA,LCB75,HU2	49.8 	44.6 	47.3 
CVA,LCB75,HU3	34.2 	42.4 	34.9 
CVA,LCB75,IE	146.8 	: 	: 
CVA,LCB75,IE0	146.8 	: 	: 
CVA,LCB75,IT	9.3 	8 	9.3 
CVA,LCB75,ITC	29.2 	26.3 	26.1 
CVA,LCB75,ITF	14.7 	11.6 	14.3 
CVA,LCB75,ITG	24.9 	18.4 	31 
CVA,LCB75,ITH	20.1 	22.9 	20.1 
CVA,LCB75,ITI	24.9 	23.7 	23.5 
CVA,LCB75,LT	76.6 	69.5 	: 
CVA,LCB75,LT0	76.7 	69.5 	: 
CVA,LCB75,LU	: 	: 	358.4 
CVA,LCB75,LU0	: 	: 	358.4 
CVA,LCB75,LV	73 	68.2 	67.9 
CVA,LCB75,LV0	73 	68.2 	67.9 
CVA,LCB75,MT	146.8 	61.9 	: 
CVA,LCB75,MT0	146.8 	61.9 	: 
CVA,LCB75,NL	80.4 	75.2 	66.9 
CVA,LCB75,NL4	82.7 	78.3 	68.2 
CVA,LCB75,PL	13.4 	14.9 	19.1 
CVA,LCB75,PL1	24.8 	31.4 	33.5 
CVA,LCB75,PL2	68.9 	59 	71.7 
CVA,LCB75,PL3	17.8 	19.9 	29 
CVA,LCB75,PL4	73.6 	50.4 	96.2 
CVA,LCB75,PL5	70.2 	60.4 	121.6 
CVA,LCB75,PL6	62.5 	123.3 	56.9 
CVA,LCB75,PT	16.9 	16.6 	24.2 
CVA,LCB75,PT1	16.9 	16.6 	24.2 
CVA,LCB75,RO	11.5 	8.2 	: 
CVA,LCB75,RO1	21.2 	17.8 	: 
CVA,LCB75,RO2	27.2 	21.8 	: 
CVA,LCB75,RO3	26.9 	15.9 	: 
CVA,LCB75,RO4	19.6 	13.4 	: 
CVA,LCB75,SE	100.2 	96.8 	: 
CVA,LCB75,SE3	101.1 	95.8 	: 
CVA,LCB75,SI	74.8 	112.6 	140.6 
CVA,LCB75,SI0	74.9 	112.6 	140.6 
CVA,LCB75,SK	57 	60.9 	48.2 
CVA,LCB75,SK0	57 	60.9 	48.2 
CVA,LCB75,UK	85 	132.8 	: 
CVA,LCB75,UKJ	161.8 	132.2 	: 
CVA,LCB75,UKM	100 	: 	: 
CVA,LCB76,CY	25.3 	30.1 	: 
CVA,LCB76,CY0	25.3 	30.1 	: 
CVA,LCB76,EL	18.9 	20.2 	19.2 
CVA,LCB76,EL3	: 	: 	145.6 
CVA,LCB76,EL4	56 	54.9 	54.1 
CVA,LCB76,EL5	88.9 	57.5 	52.1 
CVA,LCB76,EL6	20.3 	23.3 	22.1 
CVA,LCB76,ES	9.1 	7.8 	9.3 
CVA,LCB76,ES4	118.4 	: 	: 
CVA,LCB76,ES5	11.1 	10.6 	12.5 
CVA,LCB76,ES6	15.4 	12.1 	15.9 
CVA,LCB76,EU27	6.8 	6.2 	: 
CVA,LCB76,EU28	6.8 	: 	: 
CVA,LCB76,EU_V	6.8 	6.2 	7.2 
CVA,LCB76,IT	12.5 	11.5 	13.9 
CVA,LCB76,ITF	18.9 	22.1 	22.3 
CVA,LCB76,ITG	17.2 	14 	19 
CVA,LCB76,PT	21.2 	19.1 	27.6 
CVA,LCB76,PT1	21.2 	19.1 	27.6 
CVA,LCB77,CY	35.8 	24.7 	: 
CVA,LCB77,CY0	35.8 	24.7 	: 
CVA,LCB77,EL	34.3 	34.7 	47.3 
CVA,LCB77,EL4	76.8 	110.8 	92.9 
CVA,LCB77,EL5	57.4 	81.7 	: 
CVA,LCB77,EL6	52.6 	41.5 	58.3 
CVA,LCB77,ES	12.3 	11.4 	11.8 
CVA,LCB77,ES1	151 	76.3 	: 
CVA,LCB77,ES2	: 	: 	68.2 
CVA,LCB77,ES5	14.1 	14.6 	15.3 
CVA,LCB77,ES6	24.6 	20 	23.1 
CVA,LCB77,EU27	9.6 	8.9 	: 
CVA,LCB77,EU28	9.6 	: 	: 
CVA,LCB77,EU_V	9.8 	9.2 	9.4 
CVA,LCB77,FR	97.2 	80.2 	132.8 
CVA,LCB77,FR5	: 	179.5 	: 
CVA,LCB77,FR8	99.3 	88.4 	128.6 
CVA,LCB77,HR	142.8 	: 	: 
CVA,LCB77,HR0	142.8 	: 	: 
CVA,LCB77,IT	17.8 	16.4 	16 
CVA,LCB77,ITC	101.1 	166 	: 
CVA,LCB77,ITF	22.4 	23.2 	20.8 
CVA,LCB77,ITG	30.8 	24.3 	26.6 
CVA,LCB77,PT	40.8 	40.6 	54.2 
CVA,LCB77,PT1	40.8 	40.6 	54.2 
CVA,LCB8,AT	20 	18.7 	24.9 
CVA,LCB8,AT1	20.3 	19.5 	26.9 
CVA,LCB8,AT2	86 	55 	58 
CVA,LCB8,AT3	70.9 	93.7 	: 
CVA,LCB8,BE	30.2 	30.9 	67.8 
CVA,LCB8,BE2	35.9 	34.8 	68.1 
CVA,LCB8,BE3	54.9 	68.4 	: 
CVA,LCB8,BG	17 	15.6 	: 
CVA,LCB8,BG3	19.5 	18 	: 
CVA,LCB8,BG4	34.8 	31.6 	: 
CVA,LCB8,CY	15.5 	12.5 	: 
CVA,LCB8,CY0	15.5 	12.5 	: 
CVA,LCB8,CZ	39.3 	50.5 	41.9 
CVA,LCB8,CZ0	39.3 	50.5 	41.9 
CVA,LCB8,DE	9.9 	10.9 	12.5 
CVA,LCB8,DE1	24.1 	29.7 	28.6 
CVA,LCB8,DE2	53.7 	52.4 	84.7 
CVA,LCB8,DE4	65 	98.4 	: 
CVA,LCB8,DE6	75.5 	87.1 	74.1 
CVA,LCB8,DE7	46.5 	73.5 	68 
CVA,LCB8,DE8	99.2 	98.3 	: 
CVA,LCB8,DE9	28.2 	31.4 	31 
CVA,LCB8,DEA	33 	39.2 	41.4 
CVA,LCB8,DEB	15.2 	16.1 	20.2 
CVA,LCB8,DED	73.2 	69.2 	69.5 
CVA,LCB8,DEE	: 	130.1 	: 
CVA,LCB8,DEF	36.2 	36.5 	46.3 
CVA,LCB8,DK	13.2 	22.1 	98.9 
CVA,LCB8,DK0	13.2 	22.1 	98.9 
CVA,LCB8,EL	3.9 	3.9 	4.9 
CVA,LCB8,EL3	23.4 	21.1 	23.7 
CVA,LCB8,EL4	6.8 	6.7 	10.7 
CVA,LCB8,EL5	12.8 	12.5 	17 
CVA,LCB8,EL6	5.1 	5.2 	6.2 
CVA,LCB8,ES	2.4 	2 	2.3 
CVA,LCB8,ES1	32.7 	25.9 	25 
CVA,LCB8,ES2	13 	11.1 	9.8 
CVA,LCB8,ES3	19.8 	20 	21.3 
CVA,LCB8,ES4	4.4 	3.4 	3.7 
CVA,LCB8,ES5	7.1 	6.6 	8.1 
CVA,LCB8,ES6	3.1 	2.8 	3.3 
CVA,LCB8,EU27	1.5 	1.4 	: 
CVA,LCB8,EU28	1.5 	: 	: 
CVA,LCB8,EU_V	1.5 	1.4 	1.5 
CVA,LCB8,FI	102.5 	77.4 	67.2 
CVA,LCB8,FI1	102.6 	77.4 	67.2 
CVA,LCB8,FR	4.9 	4.2 	4.3 
CVA,LCB8,FR2	14.5 	14 	13.7 
CVA,LCB8,FR4	30 	31.1 	29 
CVA,LCB8,FR5	12.8 	12.1 	10.8 
CVA,LCB8,FR6	11 	8.4 	9.4 
CVA,LCB8,FR7	17.4 	17.2 	18.1 
CVA,LCB8,FR8	7.3 	6.1 	6.3 
CVA,LCB8,HR	17.3 	: 	: 
CVA,LCB8,HR0	17.3 	: 	: 
CVA,LCB8,HU	19.1 	20.6 	16.1 
CVA,LCB8,HU1	56.9 	78.7 	121.1 
CVA,LCB8,HU2	28.7 	28.4 	22.9 
CVA,LCB8,HU3	27.5 	31.3 	22.8 
CVA,LCB8,IE	56.4 	55.6 	599.3 
CVA,LCB8,IE0	56.4 	55.6 	599.3 
CVA,LCB8,IT	2.8 	2.5 	3.1 
CVA,LCB8,ITC	12.6 	11.4 	13.1 
CVA,LCB8,ITF	3.8 	3.7 	4.5 
CVA,LCB8,ITG	6.5 	5.5 	6.5 
CVA,LCB8,ITH	9.7 	10.2 	9.9 
CVA,LCB8,ITI	6.4 	5.7 	8.2 
CVA,LCB8,LT	177.6 	: 	: 
CVA,LCB8,LT0	177.6 	: 	: 
CVA,LCB8,LU	82 	65.1 	66.6 
CVA,LCB8,LU0	82 	65.1 	66.6 
CVA,LCB8,LV	98.2 	: 	: 
CVA,LCB8,LV0	98.2 	: 	: 
CVA,LCB8,MT	75.8 	55.8 	: 
CVA,LCB8,MT0	75.8 	55.8 	: 
CVA,LCB8,NL	32.2 	32.7 	42.4 
CVA,LCB8,NL2	: 	90.2 	93 
CVA,LCB8,NL3	101.6 	93.1 	98.1 
CVA,LCB8,NL4	38.9 	39.9 	53.2 
CVA,LCB8,PL	24.4 	22.5 	35.8 
CVA,LCB8,PL1	53 	67.7 	: 
CVA,LCB8,PL2	69.1 	99.7 	: 
CVA,LCB8,PL3	50.8 	43.6 	41.2 
CVA,LCB8,PL4	89.7 	39.6 	71.2 
CVA,LCB8,PL5	49.4 	70.5 	: 
CVA,LCB8,PL6	69.6 	56.8 	: 
CVA,LCB8,PT	4.9 	4.6 	4.9 
CVA,LCB8,PT1	4.9 	4.6 	4.9 
CVA,LCB8,RO	9.6 	8.3 	: 
CVA,LCB8,RO1	34.2 	32.9 	: 
CVA,LCB8,RO2	13.7 	10.6 	: 
CVA,LCB8,RO3	24.1 	20.7 	: 
CVA,LCB8,RO4	18.8 	19.6 	: 
CVA,LCB8,SE	51.1 	42.7 	: 
CVA,LCB8,SE1	97.7 	69 	: 
CVA,LCB8,SE2	57.4 	55.7 	: 
CVA,LCB8,SI	32.3 	38.1 	41.5 
CVA,LCB8,SI0	32.3 	38.1 	41.5 
CVA,LCB8,SK	28.2 	25.7 	27 
CVA,LCB8,SK0	28.2 	25.7 	27 
CVA,LCB8,UK	35 	49.1 	70.3 
CVA,LCB8,UKD	95.1 	: 	: 
CVA,LCB8,UKE	106.6 	99.2 	: 
CVA,LCB8,UKF	102.8 	: 	: 
CVA,LCB8,UKG	72.4 	98.8 	97.8 
CVA,LCB8,UKH	: 	99.4 	: 
CVA,LCB8,UKJ	202.6 	: 	99.7 
CVA,LCB8,UKM	57.1 	85.9 	: 
CVA,LCB81,CY	19.4 	16.5 	: 
CVA,LCB81,CY0	19.4 	16.5 	: 
CVA,LCB81,EL	4.1 	4.1 	5.1 
CVA,LCB81,EL3	26 	23.6 	25.7 
CVA,LCB81,EL4	7.1 	6.9 	11.2 
CVA,LCB81,EL5	13.8 	13.5 	18.1 
CVA,LCB81,EL6	5.3 	5.5 	6.5 
CVA,LCB81,ES	2.7 	2.3 	2.7 
CVA,LCB81,ES2	17.9 	15.1 	14.6 
CVA,LCB81,ES3	23.3 	23.4 	24.2 
CVA,LCB81,ES4	5.9 	4.6 	5.4 
CVA,LCB81,ES5	9.4 	8.6 	11.4 
CVA,LCB81,ES6	3.1 	2.9 	3.3 
CVA,LCB81,EU27	1.9 	1.7 	: 
CVA,LCB81,EU28	1.9 	: 	: 
CVA,LCB81,EU_V	1.9 	1.7 	2 
CVA,LCB81,FR	19.9 	22.4 	24.8 
CVA,LCB81,FR7	47.6 	70 	68.3 
CVA,LCB81,FR8	20.1 	21.7 	24.9 
CVA,LCB81,HR	28.7 	: 	: 
CVA,LCB81,HR0	28.7 	: 	: 
CVA,LCB81,IT	3.4 	3.1 	3.8 
CVA,LCB81,ITC	27.8 	21.8 	29 
CVA,LCB81,ITF	4.2 	4.1 	5 
CVA,LCB81,ITG	8.2 	6.9 	8.1 
CVA,LCB81,ITH	33.4 	38.3 	32.8 
CVA,LCB81,ITI	7.9 	7.2 	10.1 
CVA,LCB81,MT	121.3 	: 	: 
CVA,LCB81,MT0	121.3 	: 	: 
CVA,LCB81,PT	5.9 	5.8 	6.6 
CVA,LCB81,PT1	5.9 	5.8 	6.6 
CVA,LCB81,SI	199.3 	134 	: 
CVA,LCB81,SI0	199.3 	134 	: 
CVA,LCB82,AT	21.5 	19.6 	27.4 
CVA,LCB82,AT1	20.6 	19.8 	28.7 
CVA,LCB82,AT2	86 	70.8 	67.9 
CVA,LCB82,BG	18.8 	16.8 	: 
CVA,LCB82,BG3	21.3 	19.9 	: 
CVA,LCB82,BG4	40.4 	31.6 	: 
CVA,LCB82,CY	26.6 	21 	: 
CVA,LCB82,CY0	26.6 	21 	: 
CVA,LCB82,CZ	48.2 	54.5 	47.1 
CVA,LCB82,CZ0	48.2 	54.5 	47.1 
CVA,LCB82,DE	12.8 	13.5 	15.6 
CVA,LCB82,DE1	28.3 	30.5 	29.3 
CVA,LCB82,DE2	83.7 	151.7 	116.7 
CVA,LCB82,DE7	62.3 	116.7 	96.7 
CVA,LCB82,DEB	15.2 	16.1 	20.2 
CVA,LCB82,DEE	: 	130.1 	: 
CVA,LCB82,DK	161.3 	96.7 	: 
CVA,LCB82,DK0	161.3 	96.7 	: 
CVA,LCB82,EL	13.4 	13.5 	17 
CVA,LCB82,EL3	55.6 	49.8 	62.5 
CVA,LCB82,EL4	29.4 	31.4 	44 
CVA,LCB82,EL5	36.1 	34.1 	48.5 
CVA,LCB82,EL6	17.2 	17.3 	21.6 
CVA,LCB82,ES	5.6 	4.7 	4.6 
CVA,LCB82,ES1	34.6 	27.3 	27.6 
CVA,LCB82,ES2	19.2 	16.6 	13.7 
CVA,LCB82,ES3	39.8 	42.5 	49.3 
CVA,LCB82,ES4	7 	5.5 	5.4 
CVA,LCB82,ES5	13.9 	13.2 	12.8 
CVA,LCB82,ES6	22.3 	18.4 	21.7 
CVA,LCB82,EU27	2.7 	2.4 	: 
CVA,LCB82,EU28	2.7 	: 	: 
CVA,LCB82,EU_V	2.8 	2.5 	2.6 
CVA,LCB82,FR	5.4 	4.4 	4.5 
CVA,LCB82,FR2	15.9 	14.3 	14 
CVA,LCB82,FR4	30.1 	31.1 	31.1 
CVA,LCB82,FR5	13.3 	12.2 	10.9 
CVA,LCB82,FR6	11.4 	8.4 	9.4 
CVA,LCB82,FR7	21.3 	18.7 	19.7 
CVA,LCB82,FR8	8.2 	6.5 	6.7 
CVA,LCB82,HR	21.9 	: 	: 
CVA,LCB82,HR0	21.9 	: 	: 
CVA,LCB82,HU	23.9 	23.4 	18.3 
CVA,LCB82,HU1	108.8 	136.1 	121.1 
CVA,LCB82,HU2	34 	32.1 	27.7 
CVA,LCB82,HU3	34 	34.2 	24.8 
CVA,LCB82,IT	5.2 	4.7 	5.5 
CVA,LCB82,ITC	15.3 	13.8 	15.5 
CVA,LCB82,ITF	9.6 	9.3 	10.7 
CVA,LCB82,ITG	11.8 	10.1 	11.6 
CVA,LCB82,ITH	10.4 	10.8 	10.5 
CVA,LCB82,ITI	12.4 	10.2 	14.8 
CVA,LCB82,LU	82 	65.1 	66.6 
CVA,LCB82,LU0	82 	65.1 	66.6 
CVA,LCB82,MT	96.5 	55.8 	: 
CVA,LCB82,MT0	96.6 	55.8 	: 
CVA,LCB82,PL	101.1 	: 	: 
CVA,LCB82,PL1	171.1 	: 	: 
CVA,LCB82,PL3	124 	: 	: 
CVA,LCB82,PT	9.7 	8.5 	7.7 
CVA,LCB82,PT1	9.7 	8.5 	7.7 
CVA,LCB82,RO	10 	8.3 	: 
CVA,LCB82,RO1	34.2 	32.9 	: 
CVA,LCB82,RO2	14.3 	10.7 	: 
CVA,LCB82,RO3	25.7 	20.7 	: 
CVA,LCB82,RO4	19.3 	19.6 	: 
CVA,LCB82,SI	36.9 	42.8 	43 
CVA,LCB82,SI0	37 	42.8 	43 
CVA,LCB82,SK	28.2 	25.7 	27 
CVA,LCB82,SK0	28.2 	25.7 	27 
CVA,LCB82,UK	204.5 	: 	: 
CVA,LCB82,UKJ	202.6 	: 	: 
CVA,LCB83,AT	54.3 	102.1 	91.5 
CVA,LCB83,AT1	100 	102.7 	98.5 
CVA,LCB83,AT3	70.9 	: 	: 
CVA,LCB83,BE	30.2 	30.9 	67.8 
CVA,LCB83,BE2	35.9 	34.8 	68.1 
CVA,LCB83,BE3	54.9 	68.4 	: 
CVA,LCB83,BG	95 	105.7 	: 
CVA,LCB83,BG3	94.7 	106.4 	: 
CVA,LCB83,CZ	68.2 	133.3 	91.4 
CVA,LCB83,CZ0	68.2 	133.3 	91.4 
CVA,LCB83,DE	15.4 	17.6 	19.8 
CVA,LCB83,DE1	49.8 	133.9 	130.6 
CVA,LCB83,DE2	69.7 	55.6 	98.4 
CVA,LCB83,DE4	65 	98.4 	: 
CVA,LCB83,DE6	75.5 	87.1 	74.1 
CVA,LCB83,DE7	66.6 	94.6 	95.8 
CVA,LCB83,DE8	99.2 	98.3 	: 
CVA,LCB83,DE9	30.9 	35.2 	32.6 
CVA,LCB83,DEA	33 	39.2 	43.7 
CVA,LCB83,DED	73.2 	69.2 	69.5 
CVA,LCB83,DEF	36.2 	36.5 	46.3 
CVA,LCB83,DK	14.5 	24.9 	98.9 
CVA,LCB83,DK0	14.5 	24.9 	98.9 
CVA,LCB83,EL	97.4 	89.6 	: 
CVA,LCB83,EL5	98 	90.5 	: 
CVA,LCB83,ES	35.6 	40.3 	35.8 
CVA,LCB83,ES1	99.3 	81.4 	71.5 
CVA,LCB83,ES2	1075.7 	: 	288.6 
CVA,LCB83,ES4	92.8 	92.7 	84.4 
