unit,duration,partner,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE4,WORLD,EU28	: 	: 	: 	: 	: 	48.6 e	49.09 	51.2 e	51.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,FI	70.13 	69.1 	68.92 	70.83 	67.73 	68.76 	68.08 b	59.1 	57.9 	57.7 	58.1 	60.3 	57.3 	58.1 	54.9 	56.2 	54.1 	54.1 	52.4 	51.2 	50.5 	53.8 	47.5 	50.1 	51.5 
PC_POP,N_GE4,WORLD,FR	58.76 	57.35 	63.06 	65.02 	65.37 	65.79 	65.49 	63.7 	63.4 	65 	65.3 	65.7 	66.1 	66.9 	58.9 	58.9 	: 	57.9 	58.3 	59.6 	59.9 	60.5 	: 	: 	: 
PC_POP,N_GE4,WORLD,HR	35.37 	34.01 	30.82 	29.86 b	34.04 	29.51 	33.63 	31.1 	38.3 	38 	35.1 	35.5 	: 	: 	38.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,HU	37.8 	36.3 	36.72 	35.89 	34.7 	34.5 	35.5 b	31.2 	47.3 	45 	51.1 	33.6 	35 	49.8 	48.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,IE	57.9 	56.09 	56.12 	54.94 	56.2 	50.35 	52.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80.2 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,IT	39.33 	36.32 	35.32 	36.5 	33.21 b	33.94 	39.83 	44.1 	47.4 	48.6 	46.2 	49.1 	49.1 	48.7 	48.9 	49.9 	49.5 	48.6 	46.8 	44.1 	45.1 	46.7 	: 	: 	: 
PC_POP,N_GE4,WORLD,LT	26.92 	27.53 	26.96 	28.11 	28.32 	26.93 	24.39 	37.6 	31.5 	29.5 	36.4 	27.1 	26.3 	25.6 	21.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,LU	44.49 	75.18 	75.54 	74.6 	67.12 	76.39 	72.37 	70 	61.4 	77.5 	77.2 	64.3 	49.7 	62.3 	62.2 	66.2 	62.5 	62.9 	61.7 	64.3 	63.8 	63.1 	: 	: 	: 
PC_POP,N_GE4,WORLD,LV	: 	31.92 	32.34 	30.03 	27 	27.71 	30.29 	26 	17.8 	17.7 	20 	18.6 	18.3 	19.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,MK	22.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,MT	54.83 	50.61 	45.3 	39.12 	39.85 	36.01 	33.58 	36.1 	41.7 	40.4 	35.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,NL	75.46 	75.43 	74.9 	72.8 	72.26 	73.61 	75.1 b	70.5 	70.6 	68.9 	69.5 	68.3 	68 	68.5 	69.5 	69.3 	67.8 	68 	67.9 	68.8 	68.9 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,NO	82.74 	81.24 	82.75 	79.87 	82.48 	82.05 	: 	76.1 	71.6 	72.6 	76.1 	72.3 	75 	71.2 	71 	72.4 	69.8 	71.3 	70.5 	71.6 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,PL	40.94 	39.74 	38.64 	36.61 	36.49 	36.31 	33.17 	31.3 e	33.2 	36.7 	36.5 	34.2 	32.7 	32.8 	31.9 e	35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,PT	32.53 	30.37 	29.68 	17.06 	16.3 	27.28 	21.3 	22.4 	22.8 	25.4 	17 	19.3 	27.3 	28.3 	30.2 	28.2 	33.1 	33.2 	30.7 	31.3 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,RO	11.04 	10.24 	9.66 	10.69 	10.46 	10.01 	10.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,SE	68.03 	66.94 b	48.77 	53.15 	47.58 	: 	80.1 	78.7 	77.9 	75.8 	77.7 	76.2 	75 	: 	: 	: 	: 	: 	: 	: 	: 	78.3 	: 	: 	: 
PC_POP,N_GE4,WORLD,SI	59.46 	55.62 	53.54 	52.29 	51.85 e	49.57 e	51.97 	58.9 	56.6 	58.1 	59.9 	61.7 	60.2 	59.3 	56.6 	56.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,SK	53.03 	48.73 	47.87 	46.54 	39 	40.12 b	44.49 	48.1 	52.6 	51.7 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,WORLD,UK	: 	: 	43.59 	44.77 	43.26 	53.57 	56.85 	58.1 	60.4 	57.3 	57.6 	57.9 	60.7 	62.5 	59.8 	63.7 	43.9 	45.4 	45.5 	61.3 	75.2 	59.8 	58.8 	: 	: 
